ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
12115,1,0,27,0,7,1,1,2,2,3,6,2,3,3,0,0,1,0,4,0,3,2,67.42857143,0.142857149,0,0,0,0.23940678,1.547669492,0,1
13112,1,0,24,1,10,0,1,0,1,3,3,1,0,0,2,1,0,1,0,0,0,3,,0.095238097,0.047619049,0,0,0,,0,0
13780,1,0,72,1,10,1,1,1,2,3,3,0,1,1,0,0,0,0,0,7,3,0,52.5,0.222222224,0,0,0,1,0.773015873,0,0
14648,1,1,42,0,8,1,1,0,2,3,7,3,1,2,3,4,0,0,0,0,0,2,36.9,0,0,0,0,0.218157182,0.494918699,0,1
14724,1,0,18,1,8,0,1,3,1,3,2,1,2,1,0,0,0,0,4,0,0,0,93,0.200000003,0,0,0,0,0,0,0
16547,1,0,32,0,9,1,1,1,2,3,3,0,1,1,0,1,0,0,0,10,1,1,29.23529412,0.176470593,0,0,0,0.307847082,0.734909457,0,1
16939,1,1,54,0,7,1,1,0,1,3,2,1,2,0,1,0,0,0,0,3,0,0,40.72222222,0.055555556,0,0,0,0.330150068,1.993178718,1,0
17606,1,0,51,1,7,1,1,0,2,3,4,0,2,1,0,0,1,0,0,0,0,1,78.42857143,0,0,0,0,1,1.330601093,0,1
17806,1,0,35,0,7,0,1,1,2,3,2,0,2,0,0,0,0,0,0,0,0,3,47.64705882,0,0,0,0,0,0,0,1
18312,1,0,75,1,9,0,1,1,2,3,3,2,2,0,0,0,0,0,2,10,3,0,19.5,0.125,0,0,0.0625,1,1,0,1
20164,1,0,70,1,6,0,1,3,2,3,4,2,2,2,0,0,0,0,2,0,0,2,114.6,0,0,0,0,0,0,0,1
1819,1,0,56,0,8,2,2,0,4,1,5,4,0,2,3,1,1,2,0,0,0,2,,,,,,0.642857143,0.790584416,0,1
17060,1,1,45,0,7,2,2,0,0,1,2,5,0,0,4,1,0,2,0,0,0,0,,,,,,1,0.320676032,0,0
19912,1,1,39,0,10,1,2,2,1,1,9,6,2,1,5,5,1,2,4,7,2,2,20.2,0.100000001,0,0,0,1,2,0,1
23660,1,0,53,0,9,1,2,0,1,1,2,0,0,2,0,0,2,0,0,0,0,3,566.5,0,0,0,0,0,0,1,1
25574,1,0,25,0,7,2,2,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0.986083499,0.726143141,0,1
25838,1,0,46,0,4,0,2,0,4,1,1,0,0,0,0,0,0,0,0,5,0,0,122.4,0,0,0,0,0.495098039,0.596813725,0,1
2342,1,1,58,0,9,1,0,0,1,1,10,1,0,5,3,3,3,2,1,0,0,0,,,,,,0.355450237,1,0,1
4217,1,1,70,0,5,0,0,3,2,1,2,6,1,0,0,4,0,0,0,6,0,0,,,,,,1,1.619733925,0,0
6195,1,0,64,0,9,1,0,0,3,1,4,1,2,0,0,3,0,0,0,10,2,0,29.83333333,0.166666672,0,0,0,0.899441341,1,0,1
6638,1,1,36,0,6,0,0,0,0,1,5,1,0,0,5,2,0,1,2,0,0,0,55.9,0,0,0,0,0.161001789,0.653398927,0,1
7080,1,1,74,0,8,2,0,3,0,1,7,1,0,1,5,2,0,2,4,10,3,3,10.28205128,0.025641026,0.025641026,0.025641026,0.025641026,1,3.643391521,0,1
7421,1,0,43,0,10,1,0,1,1,1,10,6,0,5,0,5,3,0,2,0,0,1,,,,,,0.962365591,1,0,1
9467,1,0,56,0,7,2,0,2,0,1,4,6,0,0,2,4,0,2,0,1,0,1,82.2,0,0,0,0,0.384428224,0.888686131,0,1
12283,1,0,48,0,8,1,0,1,2,1,6,4,2,1,1,4,1,0,4,3,0,2,,,,,,0.442708333,1,0,1
16356,1,0,49,0,9,1,0,3,0,1,6,2,0,1,5,2,0,2,0,6,0,1,269.5,0,0,0,0,1,1.35528757,0,0
18950,1,1,59,0,5,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,137.0909091,0,0,0,0,0.818302387,0.484416446,1,0
19453,1,0,32,0,8,1,0,3,2,1,4,5,3,0,1,3,0,0,0,9,0,0,30.125,0.125,0,0,0,0.850622407,1,0,0
19879,1,1,68,0,8,2,0,1,1,1,3,3,1,2,1,1,0,1,0,0,0,0,105,0,0,0,0,1,2,0,1
22467,1,1,39,0,8,2,0,2,4,1,4,3,1,3,2,2,3,2,0,0,0,2,18.4,0,0,0,0,0.929347826,2.977581522,0,0
22491,1,0,22,1,7,1,0,3,2,1,5,6,2,4,0,5,3,0,2,9,0,2,,,,,,0.231858407,1.292920354,0,1
465,1,1,35,1,9,1,1,1,1,1,10,4,3,4,1,2,3,0,4,8,1,1,22,0.25,0,0.083333336,0,0.632575758,1,0,0
4361,1,0,55,0,7,2,1,2,2,1,4,5,0,3,0,5,3,0,0,7,0,0,,,,,,0,0,0,1
6391,1,0,48,1,5,0,1,2,4,1,10,6,1,2,4,5,3,1,3,0,0,1,,,,,,0,0,0,0
6792,1,1,43,1,9,1,1,0,4,1,7,4,0,4,1,5,3,1,0,10,0,2,23.47058824,0,0,0,0.117647059,1,1.830827068,0,0
6930,1,0,53,0,10,1,1,0,0,1,10,2,2,2,5,3,1,2,4,10,2,0,25.68888889,0.111111112,0.022222223,0,0.06666667,0,0,0,0
8519,1,1,22,0,6,2,1,1,4,1,7,2,0,2,3,2,0,2,0,6,0,2,,,,,,0.525714286,1,0,1
11036,1,0,74,0,9,1,1,2,1,1,7,6,0,2,2,3,2,1,0,0,0,1,73.85714286,0,0,0,0,0.963249516,0.706479691,0,0
13084,1,0,47,0,8,0,1,1,2,1,7,6,0,3,0,5,2,0,4,0,0,1,133.2,0,0,0,0,0,0,0,1
15593,1,0,31,0,9,1,1,1,1,1,3,4,0,2,3,2,1,0,1,0,0,0,107,0.25,0,0,0,0.918224299,0.85338785,0,0
16382,1,0,69,1,7,2,1,3,2,1,9,6,3,3,3,5,0,0,0,0,0,0,117.4,0,0,0,0,0,0,0,1
18534,1,1,46,0,7,2,1,0,1,1,6,6,0,5,1,2,0,0,0,0,0,0,25.625,0,0,0,0,1,1.781707317,0,0
19381,1,0,50,0,7,2,1,2,1,1,9,6,1,5,4,5,3,2,0,6,0,0,,,,,,1,0.703079885,0,1
18399,1,1,29,0,9,0,2,0,4,2,8,6,2,0,5,0,0,2,0,4,0,2,16.33333333,0,0,0,0,0.914285714,1,0,0
18432,1,1,71,0,9,1,2,2,1,2,8,6,3,5,4,1,3,2,2,0,0,0,,,,,,0,0,0,1
1811,1,0,64,0,8,2,0,2,4,2,10,1,3,0,5,1,0,2,4,10,1,3,24.08108108,0.135135129,0,0,0.027027028,0.851851852,0.40993266,0,0
6557,1,1,19,0,9,1,0,2,1,2,9,6,1,5,0,5,3,0,0,0,0,1,28.44444444,0,0,0,0,1,3,0,1
8298,1,0,46,0,1,0,0,2,1,2,5,6,1,0,5,3,0,2,0,0,0,2,,,,,,0,0,0,1
8911,1,0,29,0,5,0,0,0,2,2,2,3,2,0,1,0,0,0,0,0,0,1,84.5,0,0,0,0,1,3,0,0
9384,1,0,27,1,6,2,0,3,4,2,2,0,2,0,0,0,1,0,0,0,0,1,35.33333333,0,0,0,0,1,2,1,1
10517,1,0,61,0,8,2,0,1,4,2,7,0,1,0,5,0,0,2,0,0,0,1,10,0,0,0,0,0,0,0,1
13852,1,0,44,0,9,2,0,3,2,2,10,6,2,5,1,5,3,0,0,1,1,2,30.8,0,0,0,0,1,2,0,1
19415,1,0,58,0,10,1,0,3,4,2,5,3,1,5,0,1,3,0,4,7,0,3,89.41666667,0.25,0,0,0,0,0,0,1
19807,1,1,18,1,4,0,0,3,1,2,2,1,0,1,1,0,1,0,0,10,0,1,54,0.333333343,0,0,0.333333343,0.185185185,1,0,1
20736,1,1,57,0,7,1,0,0,2,2,1,0,1,0,0,0,0,0,0,6,0,0,9.285714286,0.071428575,0,0,0,1,2,0,0
21941,1,0,35,0,9,1,0,0,2,2,10,6,3,4,5,5,2,2,0,0,0,0,,,,,,0,0,0,1
22744,1,1,41,0,6,1,0,3,2,2,3,1,1,1,0,0,0,0,0,0,0,1,,,,,,1,1.79704797,0,0
23691,1,0,33,0,8,0,0,3,0,2,3,6,2,0,5,2,0,1,0,6,0,0,21.5,0,0,0,0,0.818604651,1,0,0
5894,1,1,25,0,5,1,1,0,2,2,2,3,1,0,3,1,0,2,0,6,0,0,449.25,0,0,0,0,0.890372844,0.203255426,0,0
7242,1,0,41,0,10,1,1,1,2,2,10,0,3,1,3,2,0,0,0,10,1,0,302.5,0.5,0,0,0,0,0,0,1
8464,1,1,42,0,9,1,1,1,1,2,7,4,0,5,2,4,3,2,4,10,3,3,29.30555556,0.083333336,0.027777778,0,0,0.732701422,0.692417062,0,1
9083,1,0,74,0,8,2,1,3,2,2,2,0,2,0,0,0,0,0,0,0,0,1,98,0,0,0,0,1,0.745408163,0,1
15504,1,0,70,0,7,2,1,2,0,2,10,6,3,5,5,5,3,2,0,10,0,0,60.5,0,0,0,0,0.327399873,0.232199619,1,1
19993,1,0,51,0,5,0,1,2,2,2,5,2,3,0,1,3,0,0,4,3,0,1,,,,,,0.48849797,0.98849797,0,0
20593,1,1,70,1,10,1,1,0,0,2,7,6,0,1,5,5,0,2,2,10,3,3,149.1875,0.125,0.0625,0,0,0.170925848,0.153016339,0,1
24075,1,0,20,0,5,0,1,3,2,2,4,2,2,1,0,1,0,0,0,6,0,1,27.77419355,0,0,0,0,1,2.121080139,0,0
22364,1,1,66,0,4,0,2,1,2,0,5,5,2,2,2,4,1,2,0,0,0,0,42.75,0,0,0,0,1,2,0,1
23842,1,0,64,0,8,2,2,3,4,0,3,6,0,1,1,5,0,1,0,0,0,0,49.66666667,0.333333343,0,0,0,1,2,0,1
25168,1,0,22,0,4,0,2,2,2,0,3,4,2,1,2,1,0,0,0,0,0,1,,,,,,1,0.981854839,0,0
25782,1,0,44,0,6,2,2,3,1,0,2,4,0,0,2,1,0,2,0,10,0,0,24.06557377,0.065573767,0,0,0,0.782016349,0.248807902,0,0
1628,1,0,62,0,5,0,0,3,1,0,8,3,1,3,5,3,2,2,0,0,0,0,63.66666667,0,0,0,0,0,0,0,0
5004,1,0,59,0,5,0,0,3,0,0,2,6,3,0,1,5,0,0,4,4,0,0,44.83333333,0.166666672,0,0.166666672,0.333333343,0.762081784,2,1,1
6620,1,1,70,0,8,2,0,0,4,0,10,5,2,2,4,5,2,1,0,0,0,0,34.72727273,0,0,0,0,0.968586387,0.956151832,0,1
7872,1,1,61,0,8,2,0,0,4,0,4,6,0,4,0,5,2,0,0,0,0,0,,,,,,0,0,0,1
10211,1,1,73,1,9,1,0,3,4,0,10,6,0,4,3,5,0,1,3,2,0,3,42,0.166666672,0,0,0,1,1,0,1
13957,1,0,49,0,3,0,0,2,2,0,5,5,2,2,2,1,0,0,2,10,0,0,28,0,0,0,0,0,0,0,0
14268,1,1,23,0,5,1,0,1,4,0,9,6,0,5,0,5,3,0,4,5,0,3,32.38461538,0,0,0,0,1,2.602731591,0,0
17616,1,0,67,1,5,0,0,3,1,0,7,2,0,3,0,4,3,0,0,0,0,0,,,,,,0,0,0,1
20301,1,0,24,0,4,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,61.6,0,0,0,0,1,1,0,0
21346,1,0,30,0,8,2,0,0,0,0,7,5,0,5,2,5,3,1,0,0,0,0,33.66666667,0,0,0,0,0.300990099,1.446534653,0,0
4355,1,0,76,0,5,0,1,3,1,0,10,6,3,4,2,5,3,0,0,8,3,1,107.5,1,0,0,0,0.186046512,1,0,1
5948,1,0,28,0,9,0,1,3,4,0,9,5,2,2,3,1,1,1,0,0,0,1,27.2,0,0,0,0,0.963235294,1,0,1
6277,1,0,55,0,7,1,1,0,1,0,10,6,0,5,1,2,3,0,4,0,0,2,30.85714286,0.142857149,0,0,0,0,0,1,1
7929,1,0,56,0,5,0,1,3,4,0,10,6,1,4,0,3,3,0,0,0,0,0,,,,,,0,0,0,1
9472,1,0,45,0,5,0,1,3,1,0,10,4,1,5,0,5,3,0,0,0,0,1,50,0.333333343,0,0,0,1,1,0,1
9829,1,0,20,0,5,0,1,3,0,0,10,6,3,2,4,3,1,1,0,10,1,0,43.6,0.100000001,0,0,0.100000001,1,2.513188073,0,1
10489,1,1,51,0,5,2,1,0,4,0,8,6,0,5,3,5,3,1,4,2,3,1,60.66666667,0.166666672,0,0,0,0.991758242,2,1,1
10919,1,0,36,0,6,2,1,3,1,0,10,6,3,5,3,4,3,0,0,0,0,3,51.42857143,0,0,0,0,0.727777778,1,0,0
12890,1,0,67,1,4,0,1,3,2,0,9,6,3,1,4,5,0,1,1,0,0,0,31.66666667,0,0,0,0,0,0,0,1
13039,1,0,57,0,7,2,1,2,1,0,7,6,3,1,3,4,1,1,0,0,0,1,,,,,,0.021582734,1,0,1
15844,1,0,46,0,7,0,1,3,4,0,6,2,1,2,3,1,0,2,0,2,3,1,40.8,0.200000003,0,0,0,0,0,0,0
21637,1,0,52,0,4,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,0.680451128,1,0,0
22855,1,0,64,1,6,2,1,1,2,0,6,2,3,1,1,3,1,1,0,0,0,2,40,0,0,0,0,1,2,0,1
26008,1,1,26,0,4,0,1,3,4,0,2,1,1,0,0,0,0,0,0,7,0,1,45.625,0,0,0,0,0.953424658,1,0,0
7708,1,0,32,1,9,1,2,3,2,3,3,0,2,0,0,0,0,0,2,0,0,0,100.8,0.200000003,0,0,0,0,0,0,0
9489,1,0,19,0,6,2,2,3,2,3,0,2,1,0,0,0,0,0,0,6,0,1,209.625,0.125,0,0,0,0.175909362,0.217799642,0,1
9926,1,1,46,0,5,0,2,3,2,3,2,0,2,0,0,0,0,0,0,6,0,2,133.1818182,0,0,0,0,1,0.498634812,0,0
10049,1,0,42,0,6,1,2,0,2,3,6,2,1,2,3,0,0,1,0,0,3,1,360.6,0,0,0,0,0,0,0,1
10847,1,0,43,1,9,1,2,3,1,3,1,3,1,0,2,0,0,0,0,0,0,2,110.4,0,0,0,0,0.685688406,0.661684783,0,0
14284,1,0,55,0,10,1,2,0,0,3,3,4,0,0,5,1,0,2,0,0,0,0,80.5,0.13333334,0,0,0,0.66252588,0.453726708,0,0
15709,1,0,76,0,6,1,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,3,18.66666667,0,0,0,0,1,1.630580357,1,1
16109,1,1,39,0,5,0,2,0,2,3,1,4,1,0,0,3,0,0,0,0,0,2,,,,,,0.997747748,0.822635135,0,0
17390,1,1,33,0,7,2,2,1,4,3,2,0,0,0,1,0,1,1,0,10,0,1,73.375,0,0,0,0,0.604770017,0.622231687,1,1
2326,1,1,56,0,8,2,0,0,1,3,5,6,0,5,1,4,2,1,0,6,0,1,,,,,,0.184803002,0.685272045,0,1
3462,1,0,56,0,7,2,0,0,4,3,6,3,0,0,5,1,0,2,0,0,0,3,181.3846154,0,0,0,0,0.678541137,0.929389313,1,0
6503,1,1,41,0,9,1,0,0,1,3,7,4,3,0,1,3,0,0,0,0,0,0,44.36363636,0,0,0,0,0.760245902,0.748463115,0,1
9656,1,0,48,0,10,1,0,3,2,3,10,5,3,2,5,1,0,0,0,0,0,2,48.13636364,0.090909094,0,0,0.045454547,0.898961284,0.34490085,0,1
10018,1,0,45,1,4,1,0,0,2,3,2,0,2,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,,0,0
11966,1,0,64,0,8,0,0,1,2,3,5,6,2,1,0,5,1,0,1,0,0,1,66.6,0,0,0,0,0,0,0,0
12211,1,0,23,1,7,0,0,1,2,3,6,2,2,1,2,0,0,0,0,6,1,0,22.6,0,0,0,0,0,0,0,1
12357,1,0,55,0,7,0,0,1,2,3,6,5,3,4,1,2,1,1,0,2,0,0,139.4,0,0,0,0,0,0,0,1
14291,1,0,18,1,9,1,0,1,1,3,8,2,1,4,1,0,2,1,0,0,0,0,,,,,,1,3.698734177,0,0
20393,1,0,49,0,6,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,72.53333333,0.06666667,0,0,0,0.520220588,0.671415441,0,1
22431,1,0,54,0,8,1,0,1,3,3,1,2,0,0,1,0,0,1,0,10,3,0,12.42105263,0.052631579,0,0,0,0,0,0,1
6272,1,0,21,0,5,1,1,1,2,3,9,6,3,5,4,1,3,0,2,0,0,0,355,0,0,0,0,1,1.028873239,0,0
7423,1,0,32,0,7,0,1,1,2,3,3,6,3,2,2,1,1,1,0,0,0,3,78.8,0.06666667,0,0,0,0,0,0,1
8287,1,1,65,1,10,1,1,0,1,3,5,0,0,5,0,1,2,1,0,0,0,1,41.33333333,0,0,0,0,0.387096774,1,0,1
8622,1,0,57,0,10,0,1,3,2,3,7,4,3,1,3,1,2,2,0,0,0,2,74.16666667,0,0,0,0,0.791011236,0.820786517,0,0
9301,1,0,43,1,9,1,1,3,1,3,10,6,1,5,2,5,3,1,0,0,0,1,216,0,0,0,0,0.041666667,1.690972222,0,1
12391,1,0,64,0,9,1,1,1,0,3,9,1,0,3,5,1,0,2,0,10,1,3,75.72413793,0.172413796,0,0,0,0.260473588,0.665300546,0,1
13433,1,0,56,0,5,1,1,0,2,3,7,1,1,1,3,2,0,2,3,10,3,2,62.6,0.5,0,0,0,0.739616613,0.583466454,0,0
21800,1,0,75,0,7,1,1,3,3,3,10,3,2,1,1,2,1,0,1,0,0,0,,,,,,0,0,0,1
23033,1,0,36,1,9,1,1,2,0,3,10,6,0,2,5,3,1,2,0,7,1,1,209.2857143,0.285714298,0,0,0,0,0,0,1
1759,1,0,48,1,7,2,0,0,1,1,10,3,2,5,1,5,3,0,0,2,0,1,36.8,0,0,0,0,0.945652174,1,0,1
1790,1,1,60,0,9,1,0,0,2,1,3,1,0,0,0,2,0,0,0,0,0,1,416,0.5,0,0,0,0,0,0,1
4092,1,0,59,0,9,1,0,3,0,1,10,6,0,2,5,5,2,2,0,0,0,1,90.33333333,0.166666672,0,0,0,0,0,0,1
4739,1,0,66,0,5,1,0,3,0,1,10,6,2,5,5,3,0,1,0,0,0,2,132.6363636,0.181818187,0.090909094,0,0,0.77861549,0.751028101,0,1
4896,1,1,19,0,10,0,0,0,4,1,6,6,1,2,2,4,2,2,0,0,0,1,17.5,0,0,0,0,1,3,0,0
5798,1,1,18,0,7,2,0,1,1,1,6,6,3,3,1,2,1,0,0,0,0,0,,,,,,1,1.440828402,0,1
6646,1,0,58,0,9,1,0,3,1,1,10,6,2,5,3,2,2,0,4,0,0,0,15.77777778,0,0.055555556,0,0,1,3,0,0
11408,1,0,48,0,6,0,0,1,2,1,10,6,1,1,5,1,0,2,2,0,0,0,106.4,0.200000003,0,0,0,0.65037594,0.68656015,0,0
16005,1,1,25,0,9,1,0,0,1,1,10,0,1,5,2,2,3,1,3,10,0,1,10.8,0.100000001,0,0.100000001,0.033333335,1,2,0,0
17871,1,0,59,0,5,0,0,0,1,1,10,4,0,5,2,2,3,1,4,10,1,3,41.39130435,0.043478262,0,0,0,1,1.918329832,0,0
20697,1,1,24,0,8,2,0,1,1,1,2,6,2,0,0,2,0,0,0,0,0,2,205,0,0,0,0,0.834146341,0.890853659,0,1
22397,1,1,41,0,10,1,0,0,4,1,10,6,0,5,5,5,3,2,4,2,3,3,13.28571429,0,0,0.142857149,0.142857149,0.989247312,2,0,1
25549,1,0,65,0,5,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,1,,,,,,0,0,0,0
26386,1,0,73,0,7,2,0,3,0,1,4,0,0,0,2,0,0,1,0,5,0,1,55.6,0.100000001,0,0,0,0.183453237,0.65692446,0,1
285,1,1,27,1,9,1,1,1,1,1,10,5,0,3,2,5,2,1,0,2,0,3,130.6666667,0,0,0,0,0.451530612,2.795280612,1,1
827,1,1,60,0,8,2,1,0,2,1,8,6,3,2,2,5,2,2,0,0,0,0,92,0,0,0,0,1,2,0,1
2647,1,1,55,0,8,1,1,0,4,1,10,6,1,5,2,4,3,2,4,0,0,3,94,0,0,0.111111112,0,0,0,0,1
2777,1,1,37,0,8,2,1,0,1,1,6,3,0,4,0,5,3,0,0,0,0,3,25.83333333,0,0,0,0,0.703225806,2,0,1
6973,1,0,66,0,10,1,1,0,4,1,10,6,2,5,5,5,3,2,0,0,0,0,,,,,,0,0,0,1
11256,1,1,50,0,7,2,1,0,1,1,9,6,0,5,5,5,3,2,4,10,1,0,45.91666667,0,0,0,0,0.613430127,1.325771325,0,1
21044,1,0,34,0,10,1,1,2,1,1,10,2,1,5,3,3,3,0,0,4,0,0,37.71428571,0.142857149,0,0,0,1,2,0,0
973,1,1,33,1,10,1,2,1,2,2,6,3,2,4,1,4,3,2,3,1,0,3,92.875,0.125,0.125,0,0,1,0.983176312,0,1
1807,1,0,30,1,7,0,2,3,0,2,10,6,1,2,5,3,1,2,0,6,0,1,25.81481481,0.037037037,0,0,0,0.30989957,0.524031564,0,1
13242,1,0,70,0,5,0,2,2,0,2,10,2,1,0,5,1,0,2,0,0,0,0,157.5,0,0,0,0,0,0,0,0
22634,1,0,67,0,4,1,2,0,2,2,2,0,2,0,0,0,0,0,0,4,0,0,47.15789474,0,0,0,0,0.879464286,0.815290179,0,0
25443,1,0,52,0,7,2,2,2,4,2,3,0,1,2,0,0,1,0,0,0,0,0,614.5,1,0,0,0,1,0.891578519,0,0
1653,1,0,24,0,10,1,0,3,4,2,10,5,0,1,5,3,0,2,0,10,2,1,77.36666667,0.166666672,0,0,0,0.689358035,0.157367514,0,0
4279,1,1,22,0,9,1,0,1,1,2,9,6,0,5,1,5,3,1,0,5,0,3,45.25,0,0,0.083333336,0,0.985267035,2.017955801,0,1
13702,1,1,48,0,4,1,0,1,2,2,6,6,3,1,0,2,1,0,3,10,3,0,16.6,0,0,0,0.039999999,0.412048193,1.760240964,0,1
17027,1,1,52,0,4,0,0,0,2,2,1,3,0,0,0,1,0,0,0,0,0,1,,,,,,1,2,0,0
17367,1,1,20,0,6,1,0,3,3,2,1,2,0,0,0,0,0,0,0,10,0,0,44.625,0,0,0,0,1,1.023109244,1,0
21131,1,0,48,0,6,2,0,1,0,2,8,4,0,1,4,4,1,2,0,6,0,1,433.5,0,0,0,0,1,0.842560554,0,1
510,1,0,48,1,10,1,1,0,1,2,10,2,0,5,2,5,3,2,0,0,0,1,,,,,,0.09037037,0.541111111,0,1
4243,1,0,54,0,6,1,1,2,2,2,10,6,2,5,3,4,0,1,0,0,0,1,114.4,0,0,0,0,0.216783217,0.638548951,0,1
4672,1,0,76,0,8,2,1,0,2,2,10,6,1,5,1,3,3,0,4,0,0,3,,,,,,0,0,0,1
15007,1,0,42,0,9,1,1,3,1,2,3,0,0,1,0,1,1,0,0,0,0,0,26.2,0,0,0,0,0,0,0,0
20044,1,0,40,0,8,2,1,3,0,2,1,0,0,0,1,0,0,1,0,0,0,0,35.375,0,0,0,0,0.996466431,1,0,0
2773,1,0,34,0,4,0,2,0,4,0,10,6,0,3,5,5,2,2,1,0,0,3,75,1,0,0,0,1,1,0,1
4179,1,1,64,0,3,0,2,3,4,0,5,6,0,0,2,5,0,1,0,0,0,0,,,,,,1,2,0,0
379,1,0,26,0,3,1,0,3,0,0,6,1,1,1,3,2,0,2,0,8,1,0,21.05,0,0,0,0,0,0,1,1
1287,1,0,71,0,5,0,0,1,0,0,7,6,0,2,4,4,1,2,0,0,0,0,539.5,0,0,0,0,0.203892493,0.338507878,0,1
4139,1,0,72,0,4,0,0,3,2,0,10,6,3,1,3,5,0,0,0,0,0,0,54,0,0,0,0,1,3,0,1
5662,1,0,59,0,9,1,0,3,1,0,3,6,3,2,1,1,2,0,0,3,0,0,258,0.5,0,0,0,0.25,2.123546512,0,1
5731,1,0,58,0,4,0,0,3,1,0,10,6,1,5,5,1,3,1,0,0,0,0,,,,,,0,0,0,1
5904,1,0,49,0,3,0,0,0,2,0,6,1,0,0,4,2,0,2,0,0,0,0,,,,,,1,1,0,0
9802,1,0,49,0,5,2,0,3,4,0,10,3,0,5,0,1,3,0,0,0,0,1,94.8,0,0,0,0,0,0,0,1
16302,1,0,69,0,3,0,0,1,4,0,3,2,0,0,1,0,0,0,0,6,0,2,88.47058824,0,0,0,0,0.845079787,0.728557181,0,0
20957,1,1,57,0,4,0,0,0,1,0,10,4,1,3,0,5,3,0,0,1,0,1,,,,,,0,0,0,1
25780,1,1,66,0,4,0,0,3,0,0,2,0,0,0,1,0,0,1,3,0,0,0,69.33333333,0,0,0,0,0,0,0,0
26609,1,0,58,0,3,0,0,3,4,0,6,6,2,1,5,2,0,2,0,0,0,0,56.2,0,0,0,0,0.455516014,1,0,0
7977,1,0,67,0,7,2,1,2,1,0,4,3,2,1,2,2,1,1,0,6,0,0,184,0,0,0,0,0.432971014,2.64673913,0,1
11075,1,0,75,0,5,0,1,3,2,0,3,3,1,3,0,1,0,0,0,0,0,0,28.125,0.125,0,0,0,0,0,0,0
17927,1,1,51,0,4,1,1,0,0,0,8,2,0,1,3,5,0,2,4,10,1,0,21.11111111,0.111111112,0,0.111111112,0.055555556,0.855263158,2.883552632,0,1
6058,1,0,36,1,9,1,2,1,2,3,6,2,1,0,3,2,0,1,0,0,0,1,,,,,,0.465838509,1,0,1
14969,1,0,71,1,9,1,2,3,1,3,3,3,0,2,2,1,2,0,4,6,0,3,63.30769231,0.307692319,0,0,0,0.64763062,0.887606318,0,1
16656,1,0,36,0,4,0,2,3,0,3,1,0,0,0,1,0,0,0,0,0,0,1,59.14634146,0.048780486,0,0,0,0.659793814,0.150618557,1,0
20360,1,0,41,0,8,2,2,0,1,3,3,0,0,1,1,1,1,0,0,7,0,1,49.96875,0,0,0,0,0.582238899,0.228424015,1,0
2012,1,0,67,0,9,1,0,1,2,3,4,2,2,0,1,2,0,1,4,10,0,0,31.29032258,0.064516127,0.032258064,0,0,0.683505155,1.506185567,0,0
2263,1,1,45,0,10,1,0,0,1,3,5,1,2,2,1,1,3,1,4,3,2,3,70.9375,0.1875,0.0625,0.0625,0,0,0,0,0
2774,1,0,44,0,7,2,0,3,2,3,1,0,1,0,0,0,0,0,0,0,0,3,38.31111111,0,0,0,0,0.92575406,0.635585847,0,0
6956,1,0,34,0,1,1,0,2,3,3,9,3,2,2,1,1,1,0,0,0,0,0,,,,,,0,0,0,1
8481,1,0,31,0,9,1,0,1,2,3,9,4,3,2,4,0,0,2,3,8,0,0,30.40740741,0.074074075,0.111111112,0,0,0.868453106,0.444884287,0,1
9565,1,0,20,0,10,1,0,0,1,3,10,2,0,5,2,2,3,1,3,0,0,0,28,0.083333336,0.166666672,0.166666672,0,0,0,0,1
10928,1,0,31,1,5,0,0,2,2,3,2,4,1,1,0,3,1,0,1,0,0,1,,,,,,0.881673882,0.527056277,0,1
12946,1,0,20,0,5,0,0,3,0,3,3,4,1,1,2,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0
14544,1,0,45,1,9,1,0,1,2,3,3,2,2,0,3,0,0,0,3,4,0,0,176,0.142857149,0,0,0,0.885551948,0.592938312,0,0
385,1,0,46,1,10,1,1,3,0,3,10,6,3,1,5,3,1,2,1,5,1,0,27,0.07692308,0.03846154,0,0,0.786324786,1.040598291,0,1
